doc_id,text
rpsdptcp,"Examine other people’s motivations. When somebody calls you a child, think about why they said it. Is it your physical appearance? Did you do something that would cause them to say it? Knowing why people perceive you as a child can help you work on looking and acting more mature. If you can't identify a reason, ask the person politely why they called you a child.
Don't get angry with them. Tell them that you are trying to act more grown up, and ask for advice. Say something like, “I know I’m younger than you are, but I’m trying to be more responsible and mature. Can you tell me why you still consider me a child?”
If you think you do know why someone called you a child, ask them to verify this. You may have assumed the wrong thing. Say something like, “Do you still consider me a child because of my age/appearance/way of talking?”
The person who thinks of you as a child may not be willing or able to offer you an explanation. Don’t let this bother you. Keep acting mature, and eventually, these people will see that you aren’t a child.
The motivation for calling you a child may not have anything to do with you personally. They could be jealous, insecure, or want to hurt your feelings for other reasons. Keep your cool. Don't yell, cry, or otherwise react emotionally to someone calling you a child. This will make you look even more like a child to them. If you are mad, walk away, or if you think you can do so calmly, explain to them what bothered you. Think about whether it is worth potentially having an argument. In most cases, the best way to prove the person who considers you a child wrong is to not let their behavior bother you.
Tears cannot always be helped. If you feel them coming on, excuse yourself. Step outside or to a quiet place to compose yourself. If you cannot walk away because you are at work or school, take some deep breaths. Try to change the subject. If you're still upset later, you can revisit the issue with the other person when you are feeling calmer. Convince your family you’re not a child. Possibly the most difficult people to prove your maturity to are those who see you on a daily basis. Your parents, siblings, and other family members may have known you your entire life, and it’s often just as difficult for them to start considering you as an adult as it is for you to accept them treating you like a child. That’s no reason to give up on acting more mature. Eventually, even your closest family members will see you as an adult.
Your parents may be the most difficult to convince you’re growing up. To them, you’ll always be their child, but your parents likely want you to be happy and more mature. Let them know how you feel about being called a child. Say something like, “I want to start acting more like an adult. It hurts my feelings when you call me a child. What can I do to make you think of me as an adult?”
Older brothers or sisters may also see you as still being just a child, and it can be difficult to get away from them since you’ll likely see them every day. This makes it even more important for you to remain calm. The best way to convince older brothers and sisters you’re not a child is to ignore them when they call you one. Don’t argue with your siblings about being a grown up. Just keep acting like one. They’ll come around.
You can give evidence of why you think you are no longer a child. This can help convince your family to change their view of you. For example, you might say, ""I have a job and pay all of my own bills and rent. I think that means I should be considered an adult now."" Take on new responsibilities. Start by making sure you’re being responsible with all of your current activities. Don't forget to do your homework. If you're in a play, don't forget your script. Remember your clothes for dance lessons after class. If you’re already keeping up with all of your current responsibilities, consider taking on some additional responsibilities to show people you’re not just a child. This can include volunteering for a leadership position in a club or organization you belong to, doing more to help around the house, or getting a part-time job.
Don’t over extend yourself. Take on one new responsibility at a time, and once you’re sure you have it under control, you can consider other new responsibilities.
Choose new responsibilities that you care about. It will make the added work easier. For instance, if you enjoy theatre, volunteer to work as a stage manager.  You may want to select responsibilities that contribute towards long-term goals. For instance, volunteer or find an internship in your field or industry.
Do whatever you can to not only complete your new responsibilities, but to go above and beyond to show you are committed. For example, if you need an event plan for a club you’re in charge of in place by next Friday, get it done this Friday. Treat others with respect. Even if you feel disrespected, treat other people with kindness and understanding. It may not always be easy when people are treating you like a child, but showing others respect, even when it’s unearned, is an important part of being an adult. Treating others with respect can be as simple as remembering not to demand or expect things from other people. Instead, ask for them, and say thank you.
Start small. Say please and thank you. These are two of the easiest ways to show your respect for others. Say things like, “Please pass the salt,” instead of, “pass the salt.” By adding please, you are asking instead of demanding. Always say thank you, if someone responds to your request.
Recognize other people are busy by saying something like, “I know you have a lot going on right now, but I would like to see a movie this weekend and could use a ride.” To express your gratitude, you can offer to do something in return.
Say, “I’m sorry,” if you upset someone. Don’t get defensive and argue. Instead, say, “I’m sorry I upset you. I didn’t mean to.” React with maturity. For example, when you get a present you hate, don't make it obvious. Say thank you and put it aside. Keep it simple. If you get an ugly sweater for your birthday, say, ""Oh thank you, it looks really warm."" That's all. Don’t go on about how you can’t wait to wear it, as this may come back to haunt you when you have to wear the sweater every time you see the gift giver. If you receive a grade you’re not happy with, don’t storm straight up to your teacher’s desk and demand a better grade. Instead, take at least 24 hours, review any notes your teacher made, and calmly ask your teacher, “I was really surprised by my grade. Can we talk about it, so I can do better next time?” Set goals for yourself. One thing that many adults do that young people don’t is consider where they will be in a year, five years, ten years, etc. Consider long term goals and set achievable tasks that help you get there. This will show people in your life that you are serious about being more mature and making more adult decisions. Start small and build your way up to more advanced or long term life goals. Make a list of things you can accomplish in a day, a week, a month, etc., and keep track of your progress.
If you always procrastinate your assignments in class until the last minute, set a goal to finish your task a week early. Create calendar reminders or ask a friend or family member to hold you accountable.
If you want to attend a specific college, start finding out as much as you can about the college right away. Look up their application requirements, talk to a guidance counselor, and set up interviews at the school.
Share your progress and accomplishments with family and friends along the way. This can help boost your confidence and motivation. It can also help others respect you more, which may help them see you as an adult. When sharing these accomplishments, try not to brag. Consider volunteering your time. Sometimes, working with others to achieve a goal or improve your community will help you better understand what you need to do to improve as an individual. This may seem strange, but getting outside of your own head and seeing the big picture is a great way to think and act more like an adult.
If you are unable to volunteer for a charity or institution, you can make a difference by offering to help someone in your life. Try to give advice regarding things you have expertise, experience, or wisdom in."
lsxpghue,"Talk in private.  Pull your friend to the side and away from the earshot of others to have this talk.  You don't want to risk embarrassing them or having your business aired out to everyone. Ask them to meet you after school or call them at a time you're both free.
Say “Hey Sarah, do you have a few minutes to talk after school?  I was thinking we could get ice cream.  I wanna chat about something.” Begin the conversation gently.  Avoid jumping straight to the issue; ease into it instead.  Spend a few minutes chatting about their day or the latest news. Once you are both comfortable, you can talk to them about the copying.
You can say “Lately, I've been feeling like every time I buy a shirt or pair of shoes, you go out and buy the same ones.  I've tried to ignore it but it's been bothering me and I wanted to talk to you about it.” Listen to their side of things.  Once you have opened up, listen to what they have to say.  Don't interrupt them, and even when you feel that they are wrong, try to see things from their perspective.  This 'copying' could be a coincidence, or perhaps the items that you have are very popular and worn by many people.
They might also admit that they've been copying you.  If you tend to get more attention or are more confident, them copying you could be a way to feel cooler.
Remember that you friend may be copying an aspect that they admire about you and that it's not necessarily a bad thing. Encourage them to be an individual.  If they do admit to copying you, let them know that you're not mad at them.  Talk to them about the reasons you two are friends and the things that you like about them. Encourage them to express those things rather than copying your personality or style.
For instance, you might say “Kris, you have such a fun personality and I don't know why you'd want to change that to be more like me.  I want to be friends with YOU, not a copycat version of myself.” Manage any defensiveness.  Your friend might not have taken this news well.  They might be offended that you think they are copying you.  Even if they yell or get upset, keep a completely neutral tone and demeanor so they don't get more agitated.  Base all of your feelings in facts so that you have examples to back them up.
If they say that you're crazy for thinking they would copy you, say something like “In two weeks, you bought four of the same shirts I have.  You even cut your hair in the same style as mine.  Maybe you didn't notice what you were doing, but it does seem like you're copying me.”
When they make valid points, let them know that you understand where they're coming from. End on a high note.  After this talk, try to be positive.  Your friend might be feeling a bit low after the chat, but do try to reaffirm your friendship.  Hug it out and then give them some space to think.  Text or call them the next day to check in.
Say something like “I'm glad we could talk about this.  Thanks for hearing me out.  I still want us to be friends; that hasn't changed.  I'll call you tomorrow, okay?”"
jeylkabo,"Choose a living arrangement. When you move away from home, you have a lot of options for how and where you would like to live.
Dormitories are a great option for college students and are often required for freshman at many institutions. Dorms let you ease into living away from home without saddling you with tasks like rent and maintenance. They're also excellent places to make friends and learn how to live in a community of your own.
Single apartments require the most responsibility right off the bat but they also allow you to have a space that it is entirely your own. Studio apartments, which are small and inexpensive units with one main room and one bathroom, are good first apartments, as are one-bedroom units. To avoid loneliness, you'll have to seek social interactions away from home if you choose to live alone, which can be more challenging.
If you don't wish to live alone, sharing an apartment or house with roommates is your best option. This not only reduces your living costs, it also gives you a good balance between community and privacy. Learn to cook. Cooking for yourself is much more cost-effective and healthy than relying on takeout and store-bought meals. It's also a great social skill and will be essential if you ever choose to have a family of your own. There are a lot of different ways to learn to cook and you can use multiple methods at the same time. Look for:
Cook books.
Online instructional videos.
Online recipes and instructional articles.
Local cooking classes. Keep your space clean. For the sake of health and social presentation, it's very important to have a clean home and an equally clean self.
Wash dishes daily. Allowing dirty dishes to pile up just creates more work for yourself down the line and increases the amount of mold and insects in your home.
Do laundry every one to two weeks. If you don't have laundry facilities in your home, look for a local coin-operated laundromat.
Designate one day a week as cleaning day. This is a day when you should thoroughly clean your home, including washing floors and windows, cleaning your bathroom, dusting your furniture, and any other tasks specific to your home.
If you have roommates, divide up cleaning chores and rotate them equally. Set clear rewards and penalties for success and failure to fulfill these responsibilities."
qjjjhcjh,"Clarify all specific rules, regulations, and guidelines as soon as possible. If you have any questions whatsoever, don't wait to ask them. Waiting to get answers can lead to redundant or useless work, or, even worse, doing the wrong job on accident. Make sure you clarify everything up front.
When possible, get this information in writing so you can turn back to it if you forget.
Get the contact information of your teacher, product manager, or client right from the beginning and ask if there is a good way to get in touch if you have later questions. Draft your overall goal or finished product before beginning work. In order to effectively get to the end of the road you need to know where you are going. Brainstorm and write down what your vision of the completed project looks like whether it is a thesis idea, an organized spreadsheet, or finding your company a new warehouse. This will help you draft the steps needed to get there.
Use this time to make sure your plan is realistic for your time frame -- a big part of finishing on time is picking a project you can actually finish.
If you don't know quite where you're going yet, that's okay. For example, if you haven't decided the topic of a presentation yet you can still sketch out goals. You might not know the topic yet, for example, but you know you must go to the library and start researching one.
Your ""final project"" may change between now and the end -- the goal isn't to get a perfect project idea now, it's to create a blueprint that you can work off of. Make a list of all of your necessary materials, when they're needed, and how to get them. You can't complete a project until you have the stuff needed to actually do the job. Once you know what actually has to be done, make a master list of the things needed to do it. It can help to share this list with your team, if you have one, crossing off supplies as you get them. Make note of:
The item
Quantity needed
Date needed
Purpose
Cost
Location/store to buy
Any special considerations (color, size, etc.) Break the full project into smaller, more manageable goals. Make a list of steps and things that need to get done. Finding your company a new warehouse, for example, is not something you just walk out and do. You need to discuss your company's specific needs, contact a realtor, decide on a warehouse, get it inspected, and then complete important tax, mortgage, and real estate paperwork. Whether you're working alone or as a team, you can better budget time and money to these five smaller tasks than one enormous one.
Make your goals measurable. Instead of ""find out what my boss wants for the warehouse,"" make specific goals to learn the right location, budget, size, and essential amenities.
You may have no idea how long it takes to buy a warehouse, but you know that talking to your boss takes one day, finding a realtor 2-3 days, inspection 1-2 weeks, etc. It's much easier to budget time for smaller goals than big ones. Set dates to complete your smaller goals by. If your project is due on May 31st and you have ten different things to do, you don't want to be completing all ten of them by the 31st. Figure out what things you can have done by the 10th, which ones you can finish by the 20th, and what things have to wait until the end of the month to complete.
In general, people are most effective working on one task at a time, not 10 at once. Check off each goal one at a time instead of working on all of them at once for maximum efficiency.
Most projects have work that can't be finished until other work is done. You can't, for example, write a book report until you've read the book. Figure out what work has to get done ahead of others and prioritize that. Give yourself more time than you think you'll need. Things will invariably go wrong -- an item you need is out of stock, something breaks, last minute plan changes, etc. Don't schedule yourself so that you're under the gun every single day of work. Whenever possible, build an extra 1-3 days in so that you can adjust when complications arise.
No one was ever upset to finish a project ahead of schedule. If you plan for extra days and don't need them you simply get a few days off."
vpcvqfhi,"Analyze yourself first. Work out what things stand in the way of you being more disciplined at the moment. They may be character flaws, an inability to articulate what you want out of life or a preference for losing yourself in stimulants or addictions. Perhaps you conform too much without thinking for yourself; this can make it easy to follow someone else's ideas of discipline without working out discipline that works for you and fulfills your own real needs. Whatever the reason, try to determine it first.
Why do you feel you are not disciplined enough now? What are the factors standing in the way of you being more disciplined?
Journal about your thoughts so you have a chance to comprehend them better.
As well as assessing your own limitations, consider how others in your life impact you. Are you pleasing others too much to spend time on yourself? Are you always giving in to other people's wants and letting yours go by the wayside? Seek to convince yourself that you want to learn discipline for the purpose of believing in yourself. This is especially important if you spend a lot of time just pleasing others. It will be a lot more difficult to stay disciplined if you feel you need others to form boundaries for you or to tell you how to act and think or what to do.
What voices in your head tell you that you're unworthy or a failure? These are negative thoughts that have no basis and need to be tackled in order to introduce self care and discipline in your life. You may need counseling or it could be sufficient for you to work through your negative thoughts using mindfulness or cognitive behavioral techniques."
lwvrbchy,"Dress like an adult. Act the part by investing in clothing that makes you feel like a grown-up. Trade in your band shirts for collared button-downs, go for a nice blazer instead of a denim jacket and invest in a nice pair of shoes.
Go shopping with an adult and ask for their opinion on your selections. Look for clothing that is high quality and well made. Fast fashion or trendy styles may look good at the moment, but it's a smarter move to invest in pieces that will last you longer than a few weeks.
Put some effort into your appearance by doing your hair, making sure your clothes are clean, and putting cologne or perfume on. Keep your living area clean and tidy. Messy living spaces can make you feel like you are living in a college dorm room, or a kid’s room. Clean up the sink full of dirty dishes or the piles of laundry lying around your room or apartment. Reduce clutter by re-organizing your space to be more functional. Focus on presenting a clean, organized living space.
Look at How to Organize Your Bedroom and How to Deep Clean a House for tips and tricks for keeping your space clean. Find a mentor. A mentor is someone who gives help and advice to a less experienced person. A good mentor will help you build your self-confidence and self-worth. They will teach you new skills or help you improve the skills you already have, and act as a role model or someone you can look up to.
Reach out to your guidance counselor at school, or to your community leaders. You can also look for a mentor in a family member or a close family friend.
Look at programs like the Boys and Girls Club, which connects young people to role models and mentors in their community. Learn a new skill. This could be cooking, driving, or even crocheting. Focus on building your self-confidence by learning more about a skill or activity that interests you.
Obtaining your driver's license is a big step to becoming more responsible and independent. You no longer have to depend on someone else, such as your parents, to drive you around or adhere to someone else’s schedule when you need to get to a date or an important meeting.
Even if you decide not to get a car, having your license means you always have the option of renting a car for a trip or driving someone else’s car as their designated driver after a night out.
Getting better at cooking is a great way to gain more independence and become more confident as a person.
Start small and tackle small dishes like a sandwich for lunch or stir fry for dinner. Look online at simple recipes that take under 30 minutes to prepare. Offer to cook for your parents one night, or for a friend to show off your new skills. The more you practice cooking, the more confident you will become in the kitchen. Take control of your finances. This is a big one, but most adults have their finances under control and in order.
Set up a meeting with a financial advisor to discuss smart ways to invest your money. Create a budget, broken down by month. Focus on putting as much money as possible into your savings account. This money could go to other very adult things like a car, a home, or a big trip.
Avoid splurging on clothing or other unnecessary items. This will show the adults in your life that you are serious about being responsible for how and when you spend your money.
Taking control of your finances will also benefit you as a person and give you more self-confidence in the company of other adults."
bzfstbcr,"Ask your friend to have a private conversation. Before you make any decisions, it's important that you get to the bottom of the situation. Tell your friend that you'd like to clear some things up, and that you'd appreciate them meeting with you.
If you don't see this friend at work or at school, ask them to meet you in a public place such as a cafe. It's best to meet in a public place so that neither of you feel uncomfortable.
Always talk to your friend away from other people. You can't have a serious conversation about your relationship issues when other people are around. Speak calmly. Yelling or getting overemotional won't typically help your situation. Talking in a calm voice will help you get your point across and will also help your friend remain calm. We often think much more logically when we are calm, so you'll be able to better explain your thoughts and feelings if you don't let your emotions get the best of you.
Stay calm by taking slow, deep breaths – deep breathing is a great tool to keep you relaxed.
If you start to become upset, calm yourself down by internally telling yourself to relax, and/or thinking of imagery that keeps you calm – such as a beach or waterfall.
Carry a stress ball to squeeze when you get angry. This is a great way to physically get out your anger and tension in an extremely calm way. Tell your friend what you've heard. Avoid mentioning names and simply tell your friend whatever you heard they did or said. Express to them how those actions hurt you. The more straightforward you are, the more straightforward they'll be.
Seek the truth before you make your final decision. Most of the time, we find out about backstabbing friends through other people. It's important to get your friend's side of the story before you take another person's word as fact. What you've heard about your friend could be a rumor, or it could be true. Either way, it's important to know the truth. Listen to your friend's side of the story before making assumptions. Tell your friend that honesty is important to you and your friendship, and that you'd like to know the truth. Use open-ended questions to encourage discussion and avoid verbally attacking your friend. If they feel like they have to be defensive, they won't be honest with you. Simply ask what happened and listen attentively.
Keep in mind your friend might not have even realized they crossed a line. Tell your friend how you feel. Be honest with your feelings and don't beat around the bush. Be straightforward when you're telling your friend why you're upset with them and how their actions have made you feel. Remain as calm as possible.
Use this guideline to express your feelings: ""It upset me when you _______. Your actions made me feel like _______ because _______."" Ask your friend if you did something to bring about their backstabbing. It's important to know whether you have somehow contributed to the issue at hand. Perhaps they feel hurt by you in some way and this is their way of ""getting back"" at you, or perhaps there has been a misunderstanding. It's important to clarify the possibility that your friend sees things in this light.
Avoid interrupting. Let your friend finish talking before you interrupt them or ask additional questions. It's important that your friend feels heard. Don't turn the conversation into an argument. If your friend won't answer your questions or continues evading the issue, gently push them for answers, but do not attack them. If you turn this into an argument, it will only cause your friend to withdraw from the conversation. Your friend may feel embarrassed that you found out about their actions, so they may be hesitant to be honest with you.
To avoid arguing, be sure to listen to your friend instead of waiting for your turn to talk. Listening to one another will give you both a better understanding of what happened.
Don't raise your voice. This will just get both of you upset.
Don't focus on who is right and who is wrong – focus on truth and honesty. If you're trying to prove one another wrong, you won't have a productive conversation. Instead, be honest with one another to figure out how to fix the current situation.
Don't be disrespectful or condescending. Even if you're upset, it is not okay to disrespect someone, especially if you're trying to fix a problem. It is important to treat your friend the way you wish to be treated.
If things start to get tense, suggest taking a short break from the discussion to allow yourselves to cool down. Get a trusted opinion. Talk to someone else you trust, such as a parent, a spouse, another friend or even a counselor. Discuss what happened with someone neutral who can give you an honest opinion on the situation. Sometimes when we are emotional, we can overlook things that an uninvolved person might notice. It's important to talk with someone who will be honest with you, and not someone who will only tell you want you want to hear. It's also important that you listen to them. Determine if the friendship is worth saving. If your friend is open and honest with you about their actions, there's a strong possibility that your friendship is fixable. If you and your friend can admit to your mistakes and commit to working on a better friendship, put in the effort to fix things. All of our relationships have their ups and downs, so look at conflict as an opportunity to improve your communication and make your friendship stronger.
If your friend is not willing to be honest about their actions, or if this is a recurring issue with this person, it might be best to go your separate ways. Friendship is a two-way street, and you can't be the only person putting in the effort to keep it going."
kylbupho,"Tell yourself that being a woman is a mindset. Being a woman is not just about the body you are developing: it also has to do with the way you think and feel about yourself. It might take a lot of time and hard work before you feel like a true woman, but there are steps you can take to make the transition. Read coming-of-age books by and about women. The world is constantly changing, and there are a lot of things to learn. Consider purchasing or checking out of the library books that can help orient you to the world of womanhood. Pay attention to the memoirs and autobiographies of women you respect.You will be exposed to the challenges they faced, which will help you confront your own challenges. Learn appropriate social skills and behaviors. If you act like an adult, not only will you be treated like an adult but you will also have higher self-esteem. Some key steps you can take include:
Avoiding procrastination. Take responsibility for your commitments, and complete your tasks in a timely way.
Having good manners. Behaving in a kind and polite way can help set the stage for a responsible adulthood.
Standing up for yourself. Politeness is important, but it does not mean that you should be walked all over. Learn how to express your views with confidence, even if the people around you are not behaving as politely as you are. Act with confidence. While women tend to underestimate their abilities, men tend to overestimate their abilities. This is known as the ""confidence gap."" Keep this in mind as you enter adulthood: even if you feel nervous about a task, you might very well be the most competent person in the room. Some ways you can overcome the confidence gap include:
Seeking out female role models. Find women in leadership positions who can help you learn leadership skills of your own, such as how to speak with confidence, how to supervise a team, and how to engage in constructive criticism.
Not letting your ""niceness"" keep you down. Kindness and politeness are important skills for adulthood, but women are often told to be nice and polite at the expense of their knowledge and expertise. Try to find a good balance between acting kindly and sticking to your guns.
Speaking confidently. Practice speaking to others with power and confidence. Stand up straight, project your voice, keep eye contact with your listeners, and speak in definitive tones. Resist the urge to make your definitive statements sound like you are asking questions or asking for permission (""uptalk"").
Passing it on. Just as young women depend on other women for leadership skills, you have the potential to be a key role model for younger generations too. Pass along your unique knowledge and skill sets to a younger woman who could benefit from it, and continue to hone your leadership skills. Learn about the world. Being up-to-date about important current events and news items is a great way for you to appear knowledgeable and responsible. You will have lots of material for adult conversations and will also begin to learn about your place in a much larger world. This can also help you decide what your values are as you enter the world of adulthood. Consider:
Reading, watching, or listening to the news regularly.
Find journalists you respect and follow their stories.
Read well-researched nonfiction books about topics you care about.
Make your own conclusions. While you will have to get your information from other sources at first, eventually you will be able to analyze events on your own. If you are old enough to vote, you can vote for the candidates and policies that align most closely with your own. If not, you can find other ways to get involved, such as by writing, signing petitions, or volunteering with organizations you care about. Take part in a coming-of-age ritual. Most cultures have some kind of important ceremonial marker to designate when a boy becomes a man or when a girl becomes a woman. These rituals can help make a young person feel like an adult and a full-fledged member of a community. Whether it is a Sweet 16 party, a Quinceanera, or a Ji Li, these rituals serve as a significant turning point in the life of a young woman. Depending on what culture you identify with, you might want to plan a coming-of-age ritual or party to mark the beginning of your life as a woman and to bid farewell to your girlhood. Make goals for yourself and live up to them. It is important to set independent goals for what you want your life path to look like. These goals might be different from your parents' goals and they might be influenced by your friends and peers instead. You might even set goals that are completely different from those in your family or peer group. Perhaps the most important marker of a mature woman is that she lives according to her decisions and values. Think carefully about what you want out of life, and make a plan to live up to those goals."
hhcixdvr,"Stay calm. When someone is moody, it doesn't help them if their friends are also tense or upset. It is unlikely that your friend's moodiness is the result of something you did, so don't take it personally.
If you feel yourself getting upset or tense, use some calming techniques before talking to your friend. Taking slow, deep breaths is a well-known way to reach a calm place. You can also try counting backwards or actively counting your breaths. This will distract you from a stressful situation and help you center yourself. Ask what is wrong. If your friend is normally even-tempered, their moodiness might be caused by something that is happening in their life. Maybe they are sick or tired. Maybe they've failed a test. Sometimes just knowing someone cares is enough to bring them out of their funk.
Make sure your tone says you are asking because you care. You can try stating what you see, then asking if everything is alright — ""You don't seem to be yourself today. Is everything OK?"" or ""Your reaction seemed a little over-the-top. You OK?""
Your friend might not be able to articulate what is causing them to feel sad one minute and happy the next. But just trying to put it into words will often take the emotion out of the situation and help your friend get back on an even keel. Ask what you can do to help. Your friend might just want a hug to feel better and you won't know if you don't ask. Or maybe they just want someone to sit and listen without judgment. Asking if you can help will also make your friend realize that their moodiness is being noticed, and sometimes that is all it takes for a person to change their mood. Change the setting. If you friend is feeling sad, a change of scenery can help. Try taking them out for lunch or plan a fun activity with other friends. If you friend is laughing inappropriately or feeling manic, suggest that the two of you go someplace quieter. Ask if your friend wants you to stay or leave. Sometimes moody people just want to be left alone until they feel better. Other times they want to talk. Ask your friend and let them guide you.
If your friend asks you to leave, be sure to check on them later. You don't want them to feel abandoned."
yedgbhil,"Discover your talents. If you're feeling inadequate or immature, it probably stems from not finding and pursuing your true talents. Part of becoming an adult, in this sense, is reaching a degree of independence. Start by trying several jobs or activities to find what you're naturally skilled at. For example, you might volunteer at a hospital and discover that you're great at working with people or handling difficult situations. This might lead you to pursue a career that's people-oriented.
Studies suggests that the people who are happiest with their lives find their natural talents and pursue them. This is more important than choosing a career based on popularity or income. Recognize that your life is unique. Since no two people ever follow the exact same life path, your own development as a person will be unique. This can be difficult to appreciate since people live in communities and societies that often have expectations and age-related milestones. For example, your society might expect you to get an education, find a job, and start a family, in that order. Or, you might be expected to care for a family member instead of starting off on your own.
It can be hard to know what to do when social expectations conflict with what you'd like to do with your life. Remember that research suggests that those who are happiest with their lives aren’t necessarily those who chose their career path based upon its prestige. Figure out what you're passionate about. Find which activities, people, or things make you act with the most enthusiasm and passion. This will help you feel more independent and competent in your daily life. Avoid simply acting on an impulse. Instead, give some thought to what you're already motivated by and learn to use these abilities.
For example, you may realize that you're passionate about teaching others. Use this knowledge to look for opportunities to use that enthusiasm. You may tutor classmates, teach in a school, or go to school to become an educator.
If you're not sure how to figure out what you're passionate about, try thinking about the things you enjoyed when you were younger. You could also think about things that you dreamed about but thought would never be possible. Think about what makes you happy. Start by making a list of as many happy situations you can remember. Write down as many details regarding the events as you can remember. A list will help you figure out what it was about these situations that made you happy or energetic. You may notice that you were with the same few people. Or, maybe you found that you enjoy figuring out challenges. Since different things make different people happy, it's important that you know what you enjoy.
For example, your list might have something like playing video games, playing the drums, or painting. This might lead you to realize that you're happiest when you're working with your hands. Become independent. This is especially true if you're a young adult, relying on your parents to support you. Take steps to take care of yourself and your needs. This might mean getting a job to support yourself financially. Or, if you notice you're lonely, schedule time with friends to get some company.
Avoid relying on others to take care of you and look after your needs. Part of growing up is recognizing that you are the one that's responsible for you.
Once you're supporting yourself, it will become easier to make your own decisions and stand by them. Make your own decisions. While you're growing up, others often make all your decisions for you, be they major or minor ones. Part of becoming your own person is moving to make your own choices. You might start with smaller choices, like which classes to sign up for in school or where you want to eat. Gradually, start making larger life decisions for yourself.
For example, if you're unhappy in your job, you can decide to quit or change careers. Or, if you're tired of living with your parents or a roommate, you can decide to move out on your own."
kfutxhwh,"Change the subject. Sometimes redirecting the conversation can curb bragging behavior. If your friend starts bragging, change the subject to something you both find interesting. Maybe you could talk about a class you're both in or a book you both love. You could even compliment a mutual friend and encourage the bragging friend to praise others.
If your friend continually turns the conversation back to themselves, politely tell them you don't want to talk about that right now. You don't have to tell them why.
You might say, ""Very cool, Jacob! Hey, have you seen the trailer for that new superhero movie yet? It looks pretty awesome. What kinds of movies do you like?"" Avoid competing with them. If your friend is always one-upping you, you may feel the urge to brag back. This will only worsen the problem: your friend will want to best you and you will feel even more angry. When you feel the urge, hold your tongue. Stooping to their level will not help.
Never lie about your accomplishments in an attempt to best them. Even if they don't find out, you will likely feel bad for lying. Set an example for your friend. If you notice yourself bragging, correct yourself out loud and avoid bragging in the future. Apologize to your friend and say something like, ""I didn't realize I had been bragging. I'll try not to do that in the future. I know it makes people feel bad."" If you make an effort to stop, your friend might follow suit.
Even if your friend knows they have a problem, they might feel too embarrassed to change their behavior. Knowing that other people struggle with it, too, can push them towards improvement.
Do not brag on purpose just to self-correct yourself. This is passive-aggressive. Your friend may not necessarily pick up on the hint, but they may pick up on your anger. Instead, become self-aware of your own bragging habits. Don't insult your friend. People often don't realize how their bragging hurts others. Your friend might not mean to hurt your feelings. Treat them kindly and with respect. Ganging up against them will not solve the problem.
If your friend only brags on occasion, try your best to just be understanding. Everyone wants to brag from time to time. We all want to share our accomplishments and our life's high points with friends and family.
If your friend is emphasizing the point that they have achieved or received something that you clearly cannot have or do, that is not okay. In that case, have an appropriate conversation to tell your friend how you feel. Change the way you compliment them. How you praise them can either reinforce or curb their bragging behavior. Complement their actions rather than them. Saying, ""You're so amazing!"" may give them incentive for bragging in the future. Instead, say, ""You did a good job!"" It puts emphasis on the action, not them, and encourages them to work hard.
If your friend is fishing for praise, you do not have to compliment them. Treat them kindly, but put attention on something else besides their actions.
You might say, for example, ""I appreciate how much effort you put into the group project, Becca. We couldn't have done it without your persistence."""
